[2025-06-17T14:29:23.320+0900] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-06-17T14:29:23.341+0900] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: image_ocr_v2.copy_results_folder_task manual__2025-06-17T05:28:17.729119+00:00 [queued]>
[2025-06-17T14:29:23.350+0900] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: image_ocr_v2.copy_results_folder_task manual__2025-06-17T05:28:17.729119+00:00 [queued]>
[2025-06-17T14:29:23.350+0900] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-06-17T14:29:23.364+0900] {taskinstance.py:2890} INFO - Executing <Task(_PythonDecoratedOperator): copy_results_folder_task> on 2025-06-17 05:28:17.729119+00:00
[2025-06-17T14:29:23.373+0900] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=5521) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-06-17T14:29:23.374+0900] {standard_task_runner.py:72} INFO - Started process 5530 to run task
[2025-06-17T14:29:23.375+0900] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'image_ocr_v2', 'copy_results_folder_task', 'manual__2025-06-17T05:28:17.729119+00:00', '--job-id', '891', '--raw', '--subdir', 'DAGS_FOLDER/test_dag.py', '--cfg-path', '/tmp/tmp7r28k5tq']
[2025-06-17T14:29:23.378+0900] {standard_task_runner.py:105} INFO - Job 891: Subtask copy_results_folder_task
[2025-06-17T14:29:23.494+0900] {task_command.py:467} INFO - Running <TaskInstance: image_ocr_v2.copy_results_folder_task manual__2025-06-17T05:28:17.729119+00:00 [running]> on host f6d4228a9eb8
[2025-06-17T14:29:23.880+0900] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='image_ocr_v2' AIRFLOW_CTX_TASK_ID='copy_results_folder_task' AIRFLOW_CTX_EXECUTION_DATE='2025-06-17T05:28:17.729119+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-06-17T05:28:17.729119+00:00'
[2025-06-17T14:29:23.885+0900] {taskinstance.py:732} INFO - ::endgroup::
[2025-06-17T14:29:23.899+0900] {logging_mixin.py:190} INFO - 1
[2025-06-17T14:29:23.932+0900] {logging_mixin.py:190} INFO - 172
[2025-06-17T14:29:23.944+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/1eaebd35-0c06-4230-8b65-3b8b87a0ee79/f316a0df-1800-4a91-81c2-27064e388a1c/rotate5_1_-5.0.png → /opt/***/data/result/manual__2025-06-17T05:28:17.729119+00:00/_f316a0df-1800-4a91-81c2-27064e388a1c_pre_rotate5_1_-5.0.png
