[2025-06-24T14:37:02.545+0900] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-06-24T14:37:02.569+0900] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: image_preprocess_v1.copy_results_folder_task manual__2025-06-24T05:35:14.274387+00:00 [queued]>
[2025-06-24T14:37:02.580+0900] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: image_preprocess_v1.copy_results_folder_task manual__2025-06-24T05:35:14.274387+00:00 [queued]>
[2025-06-24T14:37:02.581+0900] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-06-24T14:37:02.595+0900] {taskinstance.py:2890} INFO - Executing <Task(_PythonDecoratedOperator): copy_results_folder_task> on 2025-06-24 05:35:14.274387+00:00
[2025-06-24T14:37:02.604+0900] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=45650) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-06-24T14:37:02.605+0900] {standard_task_runner.py:72} INFO - Started process 45659 to run task
[2025-06-24T14:37:02.606+0900] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'image_preprocess_v1', 'copy_results_folder_task', 'manual__2025-06-24T05:35:14.274387+00:00', '--job-id', '4153', '--raw', '--subdir', 'DAGS_FOLDER/test_dag.py', '--cfg-path', '/tmp/tmp3muzcqn0']
[2025-06-24T14:37:02.608+0900] {standard_task_runner.py:105} INFO - Job 4153: Subtask copy_results_folder_task
[2025-06-24T14:37:02.649+0900] {task_command.py:467} INFO - Running <TaskInstance: image_preprocess_v1.copy_results_folder_task manual__2025-06-24T05:35:14.274387+00:00 [running]> on host f6d4228a9eb8
[2025-06-24T14:37:02.739+0900] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='image_preprocess_v1' AIRFLOW_CTX_TASK_ID='copy_results_folder_task' AIRFLOW_CTX_EXECUTION_DATE='2025-06-24T05:35:14.274387+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-06-24T05:35:14.274387+00:00'
[2025-06-24T14:37:02.740+0900] {taskinstance.py:732} INFO - ::endgroup::
[2025-06-24T14:37:02.745+0900] {logging_mixin.py:190} INFO - 7
[2025-06-24T14:37:02.755+0900] {logging_mixin.py:190} INFO - 332
[2025-06-24T14:37:02.763+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/0b552b05-baf5-44b0-a211-9b40513a1104/1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb/rotate21_1_-5.0.png → /opt/***/data/temp/manual__2025-06-24T05:35:14.274387+00:00/a_class/_1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb_pre_rotate21_1_-5.0.png
[2025-06-24T14:37:02.771+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/0b552b05-baf5-44b0-a211-9b40513a1104/1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb/rotate22_1_-5.0_0.png → /opt/***/data/temp/manual__2025-06-24T05:35:14.274387+00:00/a_class/_1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb_pre_rotate22_1_-5.0_0.png
[2025-06-24T14:37:02.780+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/0b552b05-baf5-44b0-a211-9b40513a1104/1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb/rotate21_1_-4.75.png → /opt/***/data/temp/manual__2025-06-24T05:35:14.274387+00:00/a_class/_1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb_pre_rotate21_1_-4.75.png
[2025-06-24T14:37:02.784+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/0b552b05-baf5-44b0-a211-9b40513a1104/1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb/rotate22_1_-4.75_0.png → /opt/***/data/temp/manual__2025-06-24T05:35:14.274387+00:00/a_class/_1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb_pre_rotate22_1_-4.75_0.png
[2025-06-24T14:37:02.788+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/0b552b05-baf5-44b0-a211-9b40513a1104/1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb/rotate21_1_-4.5.png → /opt/***/data/temp/manual__2025-06-24T05:35:14.274387+00:00/a_class/_1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb_pre_rotate21_1_-4.5.png
[2025-06-24T14:37:02.791+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/0b552b05-baf5-44b0-a211-9b40513a1104/1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb/rotate22_1_-4.5_0.png → /opt/***/data/temp/manual__2025-06-24T05:35:14.274387+00:00/a_class/_1f74bbdb-144e-4d35-9283-c8ae0e5ba5fb_pre_rotate22_1_-4.5_0.png
