[2025-06-17T13:19:02.700+0900] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-06-17T13:19:02.792+0900] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: image_ocr_v2.copy_results_folder_task manual__2025-06-17T04:17:19.266100+00:00 [queued]>
[2025-06-17T13:19:02.831+0900] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: image_ocr_v2.copy_results_folder_task manual__2025-06-17T04:17:19.266100+00:00 [queued]>
[2025-06-17T13:19:02.833+0900] {taskinstance.py:2867} INFO - Starting attempt 1 of 1
[2025-06-17T13:19:02.888+0900] {taskinstance.py:2890} INFO - Executing <Task(_PythonDecoratedOperator): copy_results_folder_task> on 2025-06-17 04:17:19.266100+00:00
[2025-06-17T13:19:02.912+0900] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4209) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-06-17T13:19:02.919+0900] {standard_task_runner.py:72} INFO - Started process 4218 to run task
[2025-06-17T13:19:02.921+0900] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'image_ocr_v2', 'copy_results_folder_task', 'manual__2025-06-17T04:17:19.266100+00:00', '--job-id', '861', '--raw', '--subdir', 'DAGS_FOLDER/test_dag.py', '--cfg-path', '/tmp/tmpxoiwwylp']
[2025-06-17T13:19:02.931+0900] {standard_task_runner.py:105} INFO - Job 861: Subtask copy_results_folder_task
[2025-06-17T13:19:03.100+0900] {task_command.py:467} INFO - Running <TaskInstance: image_ocr_v2.copy_results_folder_task manual__2025-06-17T04:17:19.266100+00:00 [running]> on host f6d4228a9eb8
[2025-06-17T13:19:03.484+0900] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='image_ocr_v2' AIRFLOW_CTX_TASK_ID='copy_results_folder_task' AIRFLOW_CTX_EXECUTION_DATE='2025-06-17T04:17:19.266100+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-06-17T04:17:19.266100+00:00'
[2025-06-17T13:19:03.489+0900] {taskinstance.py:732} INFO - ::endgroup::
[2025-06-17T13:19:03.503+0900] {logging_mixin.py:190} INFO - 1
[2025-06-17T13:19:03.536+0900] {logging_mixin.py:190} INFO - 212
[2025-06-17T13:19:03.549+0900] {logging_mixin.py:190} INFO - 복사 완료: /opt/***/data/temp/a05158e6-6276-4e36-9d94-2e641c2f6164/c557c662-48ca-41d7-91fe-8b6ab9cc1985/rotate5_1_-5.0.png → /opt/***/data/result/manual__2025-06-17T04:17:19.266100+00:00/_c557c662-48ca-41d7-91fe-8b6ab9cc1985_pre_rotate5_1_-5.0.png
